Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance_km
1.378537407978843,1.0081674475125064,3,2,24,-1.1622895552960342
0.8468171892386662,-1.249070864650791,3,3,33,1.9124085576330005
-1.1028236128086488,-1.8133804426916131,1,2,26,-1.4261349298986508
1.5557774808922353,-0.12045170856914231,0,2,21,-0.30837961842870265
0.4923370434118817,-0.6847612866099692,3,3,30,-0.5915551135209511
-1.280063685722041,0.4438578694716796,0,2,26,-0.8782266027672185
0.669577116325274,-0.12045170856914231,2,3,40,1.2703222155208371
1.0240572621520585,-0.6847612866099692,2,2,32,1.9163013040868824
-1.280063685722041,0.4438578694716796,0,2,34,1.875134243928058
-1.4573037586354334,-0.12045170856914231,2,2,23,-0.5857884859305341
-1.1028236128086488,-0.12045170856914231,1,3,21,0.7663357697184847
0.8468171892386662,-2.37769002073244,0,2,20,-1.179293646711925
-0.9255835398952564,-0.12045170856914231,3,3,41,1.7713978648282782
-0.03938317532829511,-1.249070864650791,0,1,20,0.762056049927277
0.8468171892386662,1.0081674475125064,3,2,41,0.22323988949172885
-1.4573037586354334,-0.12045170856914231,2,2,15,-0.8907327658829377
0.31509697049848945,-0.12045170856914231,2,1,26,1.8112008754078397
1.378537407978843,1.5724770255533285,3,2,20,-1.425171852280254
0.669577116325274,-2.37769002073244,2,3,39,1.9118898568071316
-0.03938317532829511,-1.249070864650791,2,1,15,1.3554817008834787
-0.3938633211550796,1.5724770255533285,3,2,18,-0.9033280147204661
1.0240572621520585,-2.37769002073244,1,3,38,0.7473741098787786
-1.1028236128086488,0.4438578694716796,0,1,12,1.3157047429311006
0.31509697049848945,0.4438578694716796,1,2,26,-0.8667927030841793
-0.571103394068472,-2.37769002073244,0,2,21,-0.3209370656299474
1.5557774808922353,1.0081674475125064,1,3,25,-0.5977376507598559
0.4923370434118817,-0.6847612866099692,1,3,30,1.8642332453188002
0.669577116325274,1.0081674475125064,3,2,22,0.21739973184587777
-1.6345438315488257,-0.12045170856914231,3,3,10,-0.6063033225126507
-1.6345438315488257,0.4438578694716796,2,3,19,-1.4319409395196572
1.0240572621520585,1.5724770255533285,3,3,11,-1.153633629036154
-0.571103394068472,1.0081674475125064,0,3,11,-1.147957136498012
-1.280063685722041,0.4438578694716796,3,2,28,0.2430083433251891
1.0240572621520585,-2.37769002073244,3,2,33,0.242656721151364
-0.03938317532829511,-0.6847612866099692,1,3,33,0.48837965013299744
-0.21662324824168738,-0.6847612866099692,3,3,22,1.3107989034686531
1.378537407978843,1.0081674475125064,3,3,16,-1.1619154594377863
-1.1028236128086488,1.0081674475125064,1,1,11,-0.06023155733956573
-0.3938633211550796,1.0081674475125064,1,3,25,-0.03516657968630044
1.378537407978843,0.4438578694716796,1,2,26,-0.5917552501198956
0.669577116325274,1.5724770255533285,3,3,18,-1.4319431948089392
0.31509697049848945,1.0081674475125064,3,2,16,-0.6225402035312473
0.31509697049848945,0.4438578694716796,1,3,23,1.3560320265410748
-0.7483434669818643,1.5724770255533285,3,2,15,-0.8590104438110509
-0.21662324824168738,0.4438578694716796,1,2,36,0.5291654783935418
0.31509697049848945,-0.12045170856914231,3,2,16,-0.06986649612531674
-0.9255835398952564,-0.12045170856914231,0,2,19,0.8085132564990354
1.7330175538056276,-0.6847612866099692,3,2,27,0.6955092620245004
0.4923370434118817,-1.249070864650791,0,3,20,-1.4373938738490402
1.2012973350654508,-0.12045170856914231,3,2,30,-0.013639446525529727
-0.7483434669818643,0.4438578694716796,1,3,18,0.43101198363268334
0.669577116325274,1.0081674475125064,1,3,22,-0.8686931453451012
0.13785689758509714,-1.8133804426916131,1,3,34,0.20246202294804141
0.669577116325274,1.5724770255533285,0,2,24,1.3093881495485857
1.2012973350654508,1.0081674475125064,1,3,17,-0.606175053733435
-1.4573037586354334,0.4438578694716796,2,1,14,-1.1674681598091998
1.7330175538056276,1.0081674475125064,2,2,30,-0.3886994671222571
-1.1028236128086488,0.4438578694716796,2,3,15,-1.1408008077135947
1.0240572621520585,0.4438578694716796,0,3,16,-0.5772200927842477
1.7330175538056276,-0.6847612866099692,3,3,36,0.7993549331184786
-1.280063685722041,-0.12045170856914231,0,3,18,-0.614617018623022
0.4923370434118817,-0.6847612866099692,2,3,17,-0.6147154485632489
-0.9255835398952564,0.4438578694716796,0,2,15,0.5499410967272101
-0.03938317532829511,-0.12045170856914231,0,2,17,-1.1408008077135947
-0.03938317532829511,-0.6847612866099692,1,3,19,-0.5914741809946612
-0.571103394068472,-0.12045170856914231,0,2,10,-0.05213566094178162
-1.6345438315488257,-1.249070864650791,1,2,27,-0.29542975892510165
1.7330175538056276,-0.6847612866099692,1,3,44,0.799548964874748
0.8468171892386662,-0.12045170856914231,1,1,28,-0.6186644890961833
-0.3938633211550796,-0.12045170856914231,3,3,42,1.3559114952079478
0.13785689758509714,0.4438578694716796,3,2,25,1.3953116433614183
-0.7483434669818643,-1.8133804426916131,3,3,39,1.3549938431126038
-0.7483434669818643,-0.12045170856914231,2,2,20,1.3093881495485857
0.13785689758509714,1.5724770255533285,0,2,31,-1.1704691738988966
-0.9255835398952564,-0.6847612866099692,0,2,13,-0.05204733422856999
1.7330175538056276,0.4438578694716796,2,2,28,-0.331508373574373
-0.7483434669818643,0.4438578694716796,3,3,19,-0.5977591842098106
1.378537407978843,-0.6847612866099692,0,2,42,0.48356520475393827
